11,284,3,10:35
11,285,3,10:55
11,286,3,11:15
11,287,3,11:35
11,288,3,11:55
11,289,3,12:15
11,290,3,12:35
11,291,4,9:40
11,292,4,10:00
11,293,4,10:20
11,294,4,10:40
11,295,4,11:00
11,296,4,11:20
11,297,4,11:40
11,298,4,12:00
11,299,4,12:20
11,300,4,12:40
12,301,3,9:40
12,302,3,10:00
12,303,3,10:20
12,304,3,10:40
12,305,3,11:00
12,306,3,11:20
12,307,3,11:40
12,308,3,12:00
12,309,3,12:20
12,310,3,12:40
12,311,4,9:35
12,312,4,9:55
12,313,4,10:15
12,314,4,10:35
12,315,4,10:55
12,316,4,11:15
12,317,4,11:35
12,318,4,11:55
12,319,4,12:15
12,320,4,12:35
13,321,3,9:50
13,322,3,10:10
13,323,3,10:30
13,324,3,10:50
13,325,3,11:10
13,326,3,11:30
13,327,3,11:50
13,328,3,12:10
13,329,3,12:30
13,330,3,12:50
13,331,4,9:25
13,332,4,9:45
13,333,4,10:05
13,334,4,10:25
13,335,4,10:45
13,336,4,11:05
13,337,4,11:25
13,338,4,11:45
13,339,4,12:05
13,340,4,12:25
14,341,3,9:55
14,342,3,10:15
14,343,3,10:35
14,344,3,10:55
14,345,3,11:15
14,346,3,11:35
14,347,3,11:55
14,348,3,12:15
14,349,3,12:35
14,350,3,12:55
14,351,4,9:20
14,352,4,9:40
14,353,4,10:00
14,354,4,10:20
14,355,4,10:40
14,356,4,11:00
14,357,4,11:20
14,358,4,11:40
14,359,4,12:00
14,360,4,12:20
15,361,5,9:20
15,362,5,9:40
15,363,5,10:00
15,364,5,10:20
15,365,5,10:40
15,366,5,11:00
15,367,5,11:20
15,368,5,11:40
15,369,5,12:00
15,370,5,12:20
15,371,6,9:55
15,372,6,10:15
15,373,6,10:35
15,374,6,10:55
15,375,6,11:15
15,376,6,11:35
15,377,6,11:55
15,378,6,12:15
15,379,6,12:35
15,380,6,12:55
16,381,5,9:25
16,382,5,9:45
16,383,5,10:05
16,384,5,10:25
16,385,5,10:45
16,386,5,11:05
16,387,5,11:25
16,388,5,11:45
16,389,5,12:05
16,390,5,12:25
16,391,6,9:50
16,392,6,10:10
16,393,6,10:30
16,394,6,10:50
16,395,6,11:10
16,396,6,11:30
16,397,6,11:50
16,398,6,12:10
16,399,6,12:30
16,400,6,12:50
17,401,5,9:30
17,402,5,9:50
17,403,5,10:10
17,404,5,10:30
17,405,5,10:50
17,406,5,11:10
17,407,5,11:30
17,408,5,11:50
17,409,5,12:10
17,410,5,12:30
17,411,6,9:45
17,412,6,10:05
17,413,6,10:25
17,414,6,10:45
17,415,6,11:05
17,416,6,11:25
17,417,6,11:45
17,418,6,12:05
17,419,6,12:25
17,420,6,12:45
18,421,5,9:35
18,422,5,9:55
18,423,5,10:15
18,424,5,10:35
18,425,5,10:55
18,426,5,11:15
18,427,5,11:35
18,428,5,11:55
18,429,5,12:15
18,430,5,12:35
18,431,6,9:40
18,432,6,10:00
18,433,6,10:20
18,434,6,10:40
18,435,6,11:00
18,436,6,11:20
18,437,6,11:40
18,438,6,12:00
18,439,6,12:20
18,440,6,12:40
19,441,5,9:45
19,442,5,10:05
19,443,5,10:25
19,444,5,10:45
19,445,5,11:05
19,446,5,11:25
19,447,5,11:45
19,448,5,12:05
19,449,5,12:25
19,450,5,12:45
19,451,6,9:30
19,452,6,9:50
19,453,6,10:10
19,454,6,10:30
19,455,6,10:50
19,456,6,11:10
19,457,6,11:30
19,458,6,11:50
19,459,6,12:10
19,460,6,12:30
20,461,5,9:55
20,462,5,10:15
20,463,5,10:35
20,464,5,10:55
20,465,5,11:15
20,466,5,11:35
20,467,5,11:55
20,468,5,12:15
20,469,5,12:35
20,470,5,12:55
20,471,6,9:20
20,472,6,9:40
20,473,6,10:00
20,474,6,10:20
20,475,6,10:40
20,476,6,11:00
20,477,6,11:20
20,478,6,11:40
20,479,6,12:00
20,480,6,12:20
